,2019-02-18,2019-06-10,2018-11-01,2018-12-03,2019-07-12,2019-08-13,2018-09-14,2019-03-22,2019-04-23,2019-05-25,2019-07-28,2018-09-30,2019-06-26,2019-08-29,2019-03-06,2019-04-07,2019-05-09,2018-10-16,2018-11-17,number,groups,type,PC_1_45%,PC_2_20%,PC_3_16%,geometry
20,0.19269999999999998,0.25625000000000003,0.1969,0.21689999999999998,0.2261,0.28650000000000003,0.2032,0.273,0.4592,0.55915,0.26385000000000003,0.2085,0.1944,0.27715,0.2474,0.30785,0.54505,0.19619999999999999,0.2586,20,яровые,TT,-1.079318765156574,0.49860554767121446,-0.8225825643838538,"POLYGON ((44.43382278395137 44.69028550635439, 44.42400033232911 44.69517683084602, 44.43506899500936 44.70541994107334, 44.44473083385646 44.70026379244647, 44.43382278395137 44.69028550635439))"
21,0.1945,0.3401,0.1956,0.22,0.1917,0.2509,0.1962,0.3155,0.6555000000000001,0.7846000000000001,0.2286,0.2025,0.1827,0.26680000000000004,0.2726,0.3584,0.77,0.1905,0.2328,21,яровые,TT,-0.31438372066772685,-0.1455166936499523,-2.041494900034544,"POLYGON ((44.42497385712512 44.71069001973039, 44.43449229307353 44.7057094200819, 44.42355766898499 44.69538653933787, 44.41382350163384 44.70049667959357, 44.42497385712512 44.71069001973039))"
22,0.1709,0.1894,0.2384,0.2002,0.1828,0.16899999999999998,0.2763,0.1833,0.2138,0.2631,0.1592,0.30410000000000004,0.17550000000000002,0.1678,0.1848,0.1803,0.2143,0.2514,0.2575,22,пары,TT,-2.308123588269972,-3.1439203609189,3.510972618163085,"POLYGON ((44.42765011485577 44.68455422301047, 44.40792524284562 44.6950726989033, 44.40891140417604 44.69583056648797, 44.40942903179475 44.69631559493976, 44.40995669125021 44.69682259785785, 44.41070725072178 44.6975792322238, 44.41342669136143 44.70021692542833, 44.43321223260609 44.68985859361412, 44.42765011485577 44.68455422301047))"
23,0.20535,0.3284,0.1915,0.2184,0.18275,0.19655,0.19105,0.3463,0.71565,0.7913,0.19935,0.18855,0.1731,0.214,0.28800000000000003,0.40225,0.7703,0.1899,0.2301,23,яровые,TT,-0.17806369835480623,-1.436655390401451,-2.028738727457255,"POLYGON ((44.4132962055502 44.70096170543004, 44.40258229703009 44.70649338209287, 44.41464290599557 44.71781795873072, 44.42523216538421 44.7120323972043, 44.41658498616424 44.70407728692744, 44.41625913354231 44.70387098855771, 44.4159548795944 44.70355517472621, 44.41570215802304 44.7032103903993, 44.4132962055502 44.70096170543004))"
24,0.187,0.3255,0.1829,0.2081,0.1792,0.1918,0.1921,0.3144,0.6686000000000001,0.625,0.1875,0.1882,0.1769,0.2098,0.263,0.4645,0.6859000000000001,0.1878,0.2424,24,яровые,TT,-0.627587631007336,-1.735390613479271,-1.550018078554547,"POLYGON ((44.39904284920769 44.72370051592215, 44.41225878364668 44.71639520919219, 44.40205696317194 44.70675373261459, 44.38894529984818 44.71397803749569, 44.39904284920769 44.72370051592215))"
25,0.1925,0.34190000000000004,0.1862,0.21600000000000003,0.1867,0.1947,0.2027,0.3165,0.6429,0.7548,0.1917,0.2039,0.1799,0.226,0.2416,0.3441,0.7173,0.1967,0.203,25,яровые,TT,-0.7396622907864298,-1.3877060813060587,-1.4911193515952974,"POLYGON ((44.38401541839232 44.71686757189298, 44.39414506634009 44.72642986894044, 44.39853716286913 44.72402672759174, 44.38826502611908 44.71433981155217, 44.38401541839232 44.71686757189298))"
26,0.2034,0.36455000000000004,0.19080000000000003,0.21715,0.175,0.1809,0.19640000000000002,0.33804999999999996,0.7451000000000001,0.67435,0.18255,0.20095,0.17535,0.18955,0.25465000000000004,0.40505,0.80765,0.201,0.25795,26,яровые,TT,-0.208853879392869,-1.9502297362097911,-1.5235587750515582,"POLYGON ((44.4143531376066 44.73130029683627, 44.41842375596277 44.7292163087878, 44.4076657782261 44.71951405436118, 44.39927490681433 44.72405984380588, 44.40923271183789 44.7327428916262, 44.41364236780291 44.73061697809095, 44.4143531376066 44.73130029683627))"
27,0.20805,0.36750000000000005,0.1975,0.2229,0.1743,0.18225000000000002,0.19540000000000002,0.35045000000000004,0.7555000000000001,0.8363,0.18065,0.20195000000000002,0.177,0.2136,0.28250000000000003,0.42579999999999996,0.8048,0.20625,0.2585,27,яровые,TT,0.18690927381416836,-1.701276845338558,-1.9175385835343464,"POLYGON ((44.39432523853226 44.72684739786315, 44.40406423836752 44.73584398802036, 44.40879899217276 44.73304759559271, 44.39889366504783 44.72424785375041, 44.39432523853226 44.72684739786315))"
28,0.19855,0.33310000000000006,0.18445,0.21239999999999998,0.16860000000000003,0.1776,0.1875,0.32720000000000005,0.7178,0.8204,0.17875000000000002,0.2013,0.1759,0.2103,0.2626,0.49119999999999997,0.76675,0.18885,0.2538,28,яровые,TT,-0.10883648614396077,-1.9180064257177307,-2.0284583649614825,"POLYGON ((44.39310045171763 44.72632931451844, 44.38384316882155 44.73164769045665, 44.39411154054145 44.74093299977989, 44.40341127317446 44.73602694028552, 44.39369250354754 44.72706328949845, 44.39368814139181 44.72699018331898, 44.39367926442316 44.72685858675087, 44.39310045171763 44.72632931451844))"
29,0.1913,0.3265,0.1832,0.2118,0.1748,0.1869,0.195,0.3094,0.6826,0.7996000000000001,0.1835,0.206,0.1768,0.2195,0.2487,0.39799999999999996,0.7558,0.188,0.2349,29,яровые,TT,-0.48642696268522423,-1.702996119834331,-1.8027592187374932,"POLYGON ((44.37408144769351 44.73747047332367, 44.38220328870906 44.74507877185342, 44.39171542642136 44.73963400425814, 44.38339984963007 44.73187916324989, 44.37408144769351 44.73747047332367))"
30,0.1973,0.3976,0.1777,0.1916,0.1821,0.1913,0.1871,0.3025,0.7250000000000001,0.8139000000000001,0.1895,0.1939,0.1867,0.207,0.2497,0.3663,0.7824,0.1863,0.2392,30,яровые,TT,-0.5474342457138767,-1.4004344944694642,-2.086504742937566,"POLYGON ((44.40947631950883 44.74759093372903, 44.40007544841891 44.73834811814048, 44.39440523370317 44.74128535518374, 44.39415922157617 44.74127674209081, 44.39382092639351 44.74126763867782, 44.39373966068584 44.74119412446003, 44.39340320005776 44.74100963072779, 44.39222388502697 44.7400386670548, 44.38263610321484 44.74536248112836, 44.39303825434161 44.75481667832933, 44.3979416994169 44.75276708548228, 44.40024563341054 44.75213608038663, 44.40154251716761 44.75168977100131, 44.40230323485374 44.7515183563325, 44.40947631950883 44.74759093372903))"
31,0.188,0.1842,0.203,0.2353,0.1731,0.1713,0.2298,0.1955,0.2702,0.2848,0.16640000000000002,0.2305,0.1772,0.1661,0.1721,0.1957,0.2275,0.2174,0.2337,31,пары,TT,-2.596866613923836,-3.006500283989173,1.8151445660275978,"POLYGON ((44.38193849368994 44.74538794095406, 44.38048221491674 44.74539466693504, 44.37965121899352 44.74542669740823, 44.37783235142332 44.74577490852731, 44.37736925388764 44.74592585851749, 44.37717452379133 44.74639252645412, 44.37711225087092 44.74646161545524, 44.37266242945816 44.74874667363196, 44.37844260206031 44.75390137677348, 44.37850225749239 44.75407709985861, 44.37848910334185 44.75434743416321, 44.37842584409038 44.75450787175409, 44.37820944947552 44.75460170124587, 44.3664461150721 44.76014248653829, 44.37365410808373 44.76707393099948, 44.38729258040971 44.75985427771202, 44.3859952475135 44.75837834956449, 44.38592569540496 44.75816603599586, 44.38602017227894 44.75796191261138, 44.38772293357826 44.75698443876885, 44.38830114983644 44.75662212408503, 44.38832366714957 44.75643222981336, 44.38684308767549 44.75483108827209, 44.38766743185366 44.75447009785466, 44.38874237662657 44.75368656350769, 44.38990836371159 44.75302043763539, 44.38193849368994 44.74538794095406))"
