constant,2019-02-19,2019-03-21,2019-03-26,2019-03-31,2019-04-25,2019-04-28,2019-04-30,2019-05-15,2019-05-20,2019-05-25,2019-05-28,2019-05-30,2019-06-07,2019-06-09,2019-06-14,2019-07-04,2019-07-19,2019-07-29,2019-08-03,2019-08-08,2019-08-13,2019-08-18,2019-08-28,2019-09-02,2019-09-12,2019-09-15,2019-09-20,2019-09-22,2019-09-30,2019-10-02,2019-10-07,2019-10-12,system:index,number,type
,0.04090187719395179,0.017318265375855575,0.021231811923451124,0.005137679696119984,,,0.009852948182950174,0.020111139976093203,,,,0.006051219249605196,,0.007584153182845528,0.030505876822055134,0.0270491448603264,0.01440514581983402,0.004137804092645409,0.022214638270968364,7.273061540391499E-4,0.019723249264811563,0.01345272199853105,0.009946673767360095,0.02222268303921259,0.02274780947099789,,,0.0363179468590584,,0.018359046103318524,0.02803876731924367,,0,0,TT
,0.009622292346206962,0.014900808853371965,0.03649844101007307,0.02649431961968597,,,,,,,,,,,0.21666663094635952,0.15755627009646303,0.11940228073883137,0.09828136101050268,0.11927550046182196,0.1077162474581636,0.12391734603306727,0.11932884823885803,0.09887287693129779,0.11991357291745164,0.11296281832997353,,,0.1272178877973489,,0.09794648871484439,0.10101825874695966,,1,1,TT
,0.009646240500644743,0.005122325806586599,0.02512396423506858,0.011582693691160087,,,0.05945945945945946,,,,,,,,0.18770358306188925,0.1888756619451701,0.1236802803326181,0.0896862195646894,0.11454914830442256,0.10655990144748999,0.12357352461688947,0.12757909271663356,0.09943652635067948,0.11995156369161848,0.10892098555649958,,,0.12129295465243999,,0.09250136836343732,0.06306049822064057,,2,2,TT
,0.009991366819881565,0.006078085589348412,0.025087006872344327,0.01247752200791486,,,,,,,,,,,,0.18115497046352816,0.11755206328480677,0.08471486047202705,0.10862164648272005,0.10028637253300626,0.121892488638204,0.12134777048667365,0.09945783206527517,0.12278535525004333,0.11302064111991911,,,0.12065040650406504,,0.09250313115047415,0.08943878376192786,,3,3,TT
,0.01002232150601467,0.00612746570949177,0.026122491383078855,0.013380709285306637,,,,,,,,,,,,0.18091865765394216,0.11436389996410415,0.08186846914524853,0.10815898114442236,0.09840585443899695,0.12084495601754176,0.11011454817775977,0.09112657594127677,0.11444385230224603,0.10379807719761261,,,0.10977183604238272,,0.08312181532000198,0.08224163027656478,,4,4,TT
,0.012341895148965764,0.00856678882598925,0.030440812364231577,0.01733058262681325,,,,,,,,0.06260575296108291,,,,0.17747692202717244,0.11902372439893336,0.09047447146131443,0.11954998705110344,0.10950458222742118,0.12949719149464095,0.11682836888612738,0.09935648040704242,0.1232403770083911,0.11216172155200521,,,0.11675741076830005,,0.08873720136518772,0.08766859344894026,,5,5,TT
,0.012427552242396289,0.01042524377713541,0.032934093525249404,0.020439475440376616,,,,,,,,,,,,0.1866535525171115,0.12269999284475411,0.09751978261678716,0.1272638330923686,0.12289590337532891,0.13930370014887405,0.12806129679870898,0.10393700787401575,0.12298612218854682,0.11916208791208792,,,0.13074080591237022,,0.1002628614344724,0.08683655250770979,,6,6,TT
,0.011953829887452597,0.003158822981344435,0.020262765137730242,0.006102238700886713,,,0.04195652660781598,0.0618304254667891,,,,0.03479111359508174,,,,0.13292035107146968,0.09832383905964362,0.07119931442029641,0.09680988955593334,0.08821049080789341,0.10454889063667863,0.09872150418575908,0.06513425348837261,0.09358419594640068,0.08285871761896013,,,0.09339004075846181,,0.06650544135429262,0.058868355877309965,,7,7,TT
,0.012077469197785023,0.004994334004088528,0.024556375192569795,0.009894703470051256,,,0.0374904161376233,,,,,,,,0.17503889108943593,0.08237422110248768,0.01733056741859191,0.0022096952617282114,0.021216340237914296,0.00514194736136248,0.024154449561043418,0.011459582285982688,0.006112106231053058,0.02416737711288398,0.02319535749630883,,,0.042522106134453404,,0.022230623764978887,0.020099533019298923,,8,8,TT
,0.011112946541137099,0.0031718493064794005,0.02357172242193955,0.009478847955934984,,,0.039195373255683494,0.03104905383060812,,,,0.03554868624420402,,0.0357511172224132,0.17138496763716696,0.10286100643737073,0.01879075915892887,0.0032121863981618226,0.024206140677564384,0.007036191881774253,0.027051271907873778,0.013425652441436174,0.005599803378328321,0.025660702704271753,0.022169091438427144,,,0.04451449089279559,,0.02173930025151914,0.020033615485176084,,9,9,TT
,0.016973933669879874,0.026638500102738116,0.055761236445177415,0.04427357667302896,,,0.02650602409638554,0.05095174004999039,,,,0.030549236269093272,,0.08821263482280431,0.14501451916307379,0.14896354350631794,0.10595181963590815,0.08057748255597676,0.10474858232408145,0.09426297834600317,0.11405291169887234,0.09909445592758298,0.09126419177559633,0.1111114012649556,0.11006065038092612,,,0.16137566137566137,,0.10911022481822362,0.09225971797922573,,10,10,TT
,0.01648717175851471,0.02749163881465278,0.056933383808227024,0.045240668775023064,,,0.05770776402507635,,,,,,,0.09363171453627331,0.14869902730823253,0.14248746563157044,0.10959609680928371,0.08230638779350967,0.10573898776033847,0.09496065492868189,0.11405914785777897,0.09788404186269552,0.08958112862918409,0.10964130618560508,0.10180975540197298,,,0.17063203664558357,,0.0939965883051771,0.09088012033581697,,11,11,TT
,0.004673865388134241,-0.001210496917333935,0.015352946173493209,5.81002061794589E-4,,,0.0017223850287372037,0.014731422522862884,,,,0.0014466605760632375,,0.0028000194064682726,0.025621527796422183,0.06758410246407928,0.008556781249320678,-1.3127924293086332E-4,0.01197706354064524,-0.008616606891513036,0.013939565951688982,0.005644162082983973,0.0016913801465713793,0.01681930552668844,0.018794569900941815,,,0.03591162416308507,,0.0021441948626603554,0.021285762509105337,,12,12,TT
,0.008631830621485726,0.01828333923902687,0.04789739068001947,0.035012909316418296,,,0.05783805345033905,0.05040983606557377,,,,,,,0.12149965285813469,0.07271713376106632,0.028611348559987856,0.009581759561797444,0.027777291224690345,0.013970234435869684,0.0338989385173031,0.024172197826524827,0.01737904712697269,0.03499958648359426,0.03829362391463088,,,0.056651279899286616,,0.030072629102366334,0.034669852494807196,,13,13,TT
