constant,2019-02-19,2019-03-21,2019-03-26,2019-03-31,2019-04-25,2019-04-28,2019-04-30,2019-05-15,2019-05-20,2019-05-25,2019-05-28,2019-05-30,2019-06-07,2019-06-09,2019-06-14,2019-07-04,2019-07-19,2019-07-29,2019-08-03,2019-08-08,2019-08-13,2019-08-18,2019-08-28,2019-09-02,2019-09-12,2019-09-15,2019-09-20,2019-09-22,2019-09-30,2019-10-02,2019-10-07,2019-10-12,system:index,number,type
,0.20942364214379827,0.1723717219563521,0.16530351992004425,0.16106073746380925,,,0.14734794801265821,0.14167122041449148,,,,0.1270854502765346,,0.09987652283112251,0.09934185951427818,0.10256567425495744,0.09468093408870834,0.11202889055083333,0.1163166036958654,0.11815903200988369,0.11033243465137749,0.09279605305331069,0.11824116912215965,0.11459655594318371,0.10848848034444893,,,0.12611419411427172,,0.10808554073436032,0.16712420966631392,,0,0,TT
,0.220494042043836,0.1957269178044023,0.2250058264604467,0.23997787960104555,,,0.5809472349334558,0.7801126924154086,,,,0.7713488595032425,,0.4286538230109824,0.2512614382851848,0.12398146047471519,0.14946029185458506,0.1939748987508658,0.19035923087167936,0.1981469921039657,0.19796888695160317,0.18211267342676432,0.22370784974754937,0.23573013074885188,0.2676874340021119,,,0.25686759128077896,,0.2738508160668752,0.29216296902105704,,1,1,TT
,0.21641909014504088,0.16736588859844143,0.17921644052365523,0.18045554439015146,,,0.40505274727155816,0.6471840027046141,,,,0.7543651940028441,,0.6711016305390529,0.5558413656168111,0.1809047210449824,0.19453213325900395,0.23346017824041607,0.23534274744700617,0.25681141731558815,0.28436170018560636,0.27849028275215637,0.34674695447327447,0.352444137407219,0.3895568353453051,,,0.37557370878429824,,0.4048995427298133,0.39328321671987254,,2,2,TT
,0.21634055542317843,0.16742032828720396,0.1791517148288518,0.18307484233949717,,,,0.6572343659951766,,,,0.7642051174848224,,0.6708821619480332,0.5504583822678012,0.17017045450508314,0.1748938682290762,0.20410006170572673,0.204202537099931,0.21798328068650985,0.23723280566945215,0.23324108204274885,0.28613199090807007,0.2920166780639635,0.33097365964281356,,,0.3547336825721248,,0.34831845370049774,0.3581038300615579,,3,3,TT
,0.21132702840746953,0.1675195524516907,0.1811002714884419,0.18600712183089574,,,,0.680767075681315,,,,0.7685617046992405,,0.6804676725101046,0.5558422338677413,0.17667119784775798,0.16634552697105645,0.18605123562865963,0.1904756780019812,0.20207099932888026,0.21611879494238323,0.21005485780156677,0.26753591695998147,0.2766787580210844,0.3212844614968946,,,0.3275659819320503,,0.30575425543073825,0.3234641604977926,,4,4,TT
,0.21926441719652884,0.17531194436845388,0.1945265657969177,0.20015312293276324,,,0.5569653713983611,0.682464258700812,,,,0.7677778139120032,,0.6590905778408421,0.5321387706621235,0.17498438582892847,0.15148994111525454,0.18674139635091702,0.19448100662431358,0.20016441935210483,0.20814005412048184,0.20624540945136116,0.2818781513213207,0.3035428194590067,0.36401202976313074,,,0.3458650934189257,,0.3389122377532829,0.3563442328057359,,5,5,TT
,0.22133527159464195,0.18069393145283644,0.19830278909765894,0.20994850851459154,,,0.4440251120216615,0.6787402989973026,,,,0.75517611895143,,0.6609190872041684,0.5380596349394027,0.16995524466632875,0.1702653847536145,0.21275234117396918,0.232422010126139,0.26408897689470157,0.29036967359166904,0.28622604514913824,0.3700810124624046,0.3887574890987113,0.43467498127810333,,,0.38918255381520406,,0.4326766093075294,0.4343040923608633,,6,6,TT
,0.21624862468386855,0.15190475157225913,0.15524200704666397,0.1514044306124082,,,0.2415199249352652,0.4900212391710728,,,,0.6424274804329501,,0.5696663296258847,0.5772843723313408,0.30186426179699566,0.25884091791106373,0.299998813220485,0.30713765790993325,0.32165083586614246,0.3380773159740353,0.29792904751734817,0.34125277802705567,0.3448844283614325,0.3563593009470754,,,0.35504569388645957,,0.3522371166441185,0.3799305064768181,,7,7,TT
,0.2005862536039315,0.15186237023204793,0.15381102500883687,0.15379684380293543,,,0.26273332139149846,0.5222716575914805,,,,0.7081802119809226,,0.4983637213651239,0.24707713934347444,0.10767941390833612,0.11039604221861646,0.12012783383169112,0.1200890017020778,0.12967758472223131,0.12625541627097253,0.1123484233656053,0.1259620361618134,0.12815023487050964,0.13768285223659574,,,0.16092255087629084,,0.1378506480123883,0.14730306140345337,,8,8,TT
,0.19867708906915243,0.15933517076940293,0.1592703583916108,0.15722564958635987,,,0.26776765596722396,0.5058992101750831,,,,0.7130320254612469,,0.5021484586576455,0.25601990657579327,0.08089775994928672,0.11235413794754887,0.12708641411958202,0.12685348970634122,0.13459339583017144,0.13464800204177643,0.11606344035940808,0.13191325869575474,0.13198633415698988,0.14339618981773386,,,0.1494920717000636,,0.14563991533411572,0.1552785439804707,,9,9,TT
